element,sp_num,obs_wl_air(nm),ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
O,2,"=""347.8219""","=""347.8205""","=""""","=""3""","=""""",,"=""233544.59""","=""262286.82""","=""2s2.2p2.(3P).3d""","=""2P""","=""1/2""","=""2s2.2p2.(3P).5p""","=""2P*""","=""1/2""",,"=""""","=""L10621""",
O,2,"=""""","=""348.0250""","=""""","=""""","=""""",,"=""232535.949""","=""261261.29""","=""2s2.2p2.(3P).3d""","=""4P""","=""3/2""","=""2s2.2p2.(3P).5p""","=""4P*""","=""3/2""",,"=""""","=""L11267""",
O,2,"=""""","=""348.1156""","=""""","=""""","=""""",,"=""232462.724""","=""261180.59""","=""2s2.2p2.(3P).3d""","=""4P""","=""5/2""","=""2s2.2p2.(3P).5p""","=""4D*""","=""7/2""",,"=""""","=""L11267""",
O,2,"=""""","=""348.5932""","=""""","=""""","=""""",,"=""232535.949""","=""261214.47""","=""2s2.2p2.(3P).3d""","=""4P""","=""3/2""","=""2s2.2p2.(3P).5p""","=""4P*""","=""1/2""",,"=""""","=""L11267""",
O,2,"=""348.8173""","=""348.81604""","=""""","=""4""","=""3.56e+05""",C,"=""203942.288""","=""232602.492""","=""2s2.2p2.(3P).3p""","=""2S*""","=""1/2""","=""2s2.2p2.(3P).3d""","=""4P""","=""1/2""",,"=""T6172""","=""L10621""",
O,2,"=""348.8258""","=""348.8273""","=""""","=""6""","=""2.04e+05""",D,"=""229947.07""","=""258606.35""","=""2s2.2p2.(1D).3p""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).5s""","=""2P""","=""3/2""",,"=""T5723LS""","=""L10621""",
O,2,"=""""","=""348.8332""","=""""","=""""","=""""",,"=""232602.492""","=""261261.29""","=""2s2.2p2.(3P).3d""","=""4P""","=""1/2""","=""2s2.2p2.(3P).5p""","=""4P*""","=""3/2""",,"=""""","=""L11267""",
O,4,"=""348.983""","=""348.989""","=""""","=""200""","=""7.29e+07""",B,"=""518709""","=""547355""","=""2s.2p.(1P*).3s""","=""2P*""","=""3/2""","=""2s.2p.(1P*).3p""","=""2D""","=""5/2""",,"=""T5109LS""","=""L648""",
O,2,"=""""","=""349.0876""","=""""","=""""","=""2.26e+04""",E,"=""229968.44""","=""258606.35""","=""2s2.2p2.(1D).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""2P""","=""3/2""",,"=""T5723LS""","=""L11267""",
O,4,"=""349.224""","=""349.221""","=""""","=""160""","=""6.06e+07""",B,"=""518699""","=""547326""","=""2s.2p.(1P*).3s""","=""2P*""","=""1/2""","=""2s.2p.(1P*).3p""","=""2D""","=""3/2""",,"=""T5109LS""","=""L648""",
O,4,"=""""","=""349.343""","=""""","=""""","=""1.21e+07""",B,"=""518709""","=""547326""","=""2s.2p.(1P*).3s""","=""2P*""","=""3/2""","=""2s.2p.(1P*).3p""","=""2D""","=""3/2""",,"=""T5109LS""","=""""",
O,2,"=""""","=""349.4040""","=""""","=""""","=""""",,"=""232602.492""","=""261214.47""","=""2s2.2p2.(3P).3d""","=""4P""","=""1/2""","=""2s2.2p2.(3P).5p""","=""4P*""","=""1/2""",,"=""""","=""L11267""",
O,2,"=""""","=""349.4277""","=""""","=""""","=""""",,"=""232745.981""","=""261356.02""","=""2s2.2p2.(3P).3d""","=""4D""","=""3/2""","=""2s2.2p2.(3P).5p""","=""4P*""","=""5/2""",,"=""""","=""L11267""",
O,2,"=""349.4490""","=""349.4470""","=""""","=""6""","=""""",,"=""232747.562""","=""261356.02""","=""2s2.2p2.(3P).3d""","=""4D""","=""5/2""","=""2s2.2p2.(3P).5p""","=""4P*""","=""5/2""",,"=""""","=""L10621""",
O,2,"=""349.5235""","=""349.5234""","=""""","=""8""","=""""",,"=""232753.816""","=""261356.02""","=""2s2.2p2.(3P).3d""","=""4D""","=""7/2""","=""2s2.2p2.(3P).5p""","=""4P*""","=""5/2""",,"=""""","=""L10621""",
O,2,"=""349.6276""","=""349.62783""","=""""","=""8""","=""5.69e+05""",C,"=""203942.288""","=""232535.949""","=""2s2.2p2.(3P).3p""","=""2S*""","=""1/2""","=""2s2.2p2.(3P).3d""","=""4P""","=""3/2""",,"=""T6172""","=""L10621""",
O,2,"=""349.7771""","=""349.7790""","=""""","=""3""","=""""",,"=""232462.724""","=""261044.03""","=""2s2.2p2.(3P).3d""","=""4P""","=""5/2""","=""2s2.2p2.(3P).5p""","=""4D*""","=""5/2""",,"=""""","=""L10621""",
O,2,"=""350.1669""","=""350.1668""","=""""","=""4""","=""""",,"=""232711.642""","=""261261.29""","=""2s2.2p2.(3P).3d""","=""4D""","=""1/2""","=""2s2.2p2.(3P).5p""","=""4P*""","=""3/2""",,"=""""","=""L10621""",
O,4,"=""""","=""350.167""","=""""","=""""","=""2.60e+06""",B,"=""485821.7""","=""514371.3""","=""2s2.4s""","=""2S""","=""1/2""","=""2s.2p.(3P*).3d""","=""2P*""","=""1/2""",,"=""T5109LS""","=""""",
O,4,"=""""","=""350.445""","=""""","=""""","=""1.28e+06""",B,"=""547326""","=""575853""","=""2s.2p.(1P*).3p""","=""2D""","=""3/2""","=""2s.2p.(1P*).3d""","=""2D*""","=""5/2""",,"=""T5109LS""","=""""",
O,2,"=""350.5839""","=""350.5885""","=""""","=""6""","=""""",,"=""232745.981""","=""261261.29""","=""2s2.2p2.(3P).3d""","=""4D""","=""3/2""","=""2s2.2p2.(3P).5p""","=""4P*""","=""3/2""",,"=""""","=""L10621""",
O,2,"=""""","=""350.6080""","=""""","=""""","=""""",,"=""232747.562""","=""261261.29""","=""2s2.2p2.(3P).3d""","=""4D""","=""5/2""","=""2s2.2p2.(3P).5p""","=""4P*""","=""3/2""",,"=""""","=""L11267""",
O,2,"=""""","=""350.6774""","=""""","=""""","=""""",,"=""232535.949""","=""261044.03""","=""2s2.2p2.(3P).3d""","=""4P""","=""3/2""","=""2s2.2p2.(3P).5p""","=""4D*""","=""5/2""",,"=""""","=""L11267""",
O,2,"=""350.7416""","=""350.7421""","=""""","=""3""","=""""",,"=""232711.642""","=""261214.47""","=""2s2.2p2.(3P).3d""","=""4D""","=""1/2""","=""2s2.2p2.(3P).5p""","=""4P*""","=""1/2""",,"=""""","=""L10621""",
O,4,"=""""","=""350.801""","=""""","=""""","=""1.78e+07""",B,"=""547355""","=""575853""","=""2s.2p.(1P*).3p""","=""2D""","=""5/2""","=""2s.2p.(1P*).3d""","=""2D*""","=""5/2""",,"=""T5109LS""","=""""",
O,2,"=""""","=""350.8274""","=""""","=""""","=""""",,"=""232462.724""","=""260958.62""","=""2s2.2p2.(3P).3d""","=""4P""","=""5/2""","=""2s2.2p2.(3P).5p""","=""4D*""","=""3/2""",,"=""""","=""L11267""",
O,4,"=""""","=""350.863""","=""""","=""""","=""1.72e+07""",B,"=""547326""","=""575819""","=""2s.2p.(1P*).3p""","=""2D""","=""3/2""","=""2s.2p.(1P*).3d""","=""2D*""","=""3/2""",,"=""T5109LS""","=""""",
O,2,"=""351.1655""","=""351.1651""","=""""","=""5""","=""""",,"=""232745.981""","=""261214.47""","=""2s2.2p2.(3P).3d""","=""4D""","=""3/2""","=""2s2.2p2.(3P).5p""","=""4P*""","=""1/2""",,"=""""","=""L10621""",
O,4,"=""""","=""351.221""","=""""","=""""","=""1.90e+06""",B,"=""547355""","=""575819""","=""2s.2p.(1P*).3p""","=""2D""","=""5/2""","=""2s.2p.(1P*).3d""","=""2D*""","=""3/2""",,"=""T5109LS""","=""""",
O,2,"=""351.4823""","=""351.4821""","=""""","=""2""","=""2.22e+05""",D,"=""229968.44""","=""258411.26""","=""2s2.2p2.(1D).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""2P""","=""1/2""",,"=""T5723LS""","=""L10621""",
O,2,"=""""","=""351.5242""","=""""","=""""","=""1.25e+05""",D,"=""233430.53""","=""261869.94""","=""2s2.2p2.(3P).3d""","=""2P""","=""3/2""","=""2s2.2p2.(3P).5p""","=""2D*""","=""5/2""",,"=""T5723LS""","=""""",
O,2,"=""351.6027""","=""351.6031""","=""""","=""3""","=""""",,"=""232747.562""","=""261180.59""","=""2s2.2p2.(3P).3d""","=""4D""","=""5/2""","=""2s2.2p2.(3P).5p""","=""4D*""","=""7/2""",,"=""""","=""L10621""",
O,2,"=""351.6794""","=""351.6805""","=""""","=""4""","=""""",,"=""232753.816""","=""261180.59""","=""2s2.2p2.(3P).3d""","=""4D""","=""7/2""","=""2s2.2p2.(3P).5p""","=""4D*""","=""7/2""",,"=""""","=""L10621""",
O,2,"=""351.7307""","=""351.7312""","=""""","=""1""","=""""",,"=""232535.949""","=""260958.62""","=""2s2.2p2.(3P).3d""","=""4P""","=""3/2""","=""2s2.2p2.(3P).5p""","=""4D*""","=""3/2""",,"=""""","=""L10621""",
O,4,"=""""","=""352.028""","=""""","=""""","=""2.55e+06""",B,"=""485821.7""","=""514220.4""","=""2s2.4s""","=""2S""","=""1/2""","=""2s.2p.(3P*).3d""","=""2P*""","=""3/2""",,"=""T5109LS""","=""""",
O,3,"=""""","=""352.0945""","=""""","=""""","=""1.50e+07""",C+,"=""350024.49""","=""378417.84""","=""2s.2p2.(4P).3s""","=""3P""","=""0""","=""2s.2p2.(4P).3p""","=""3P*""","=""1""",,"=""T5376LS""","=""""",
O,2,"=""""","=""352.3096""","=""""","=""""","=""""",,"=""232535.949""","=""260911.96""","=""2s2.2p2.(3P).3d""","=""4P""","=""3/2""","=""2s2.2p2.(3P).5p""","=""4D*""","=""1/2""",,"=""""","=""L11267""",
O,2,"=""""","=""352.5567""","=""""","=""""","=""""",,"=""232602.492""","=""260958.62""","=""2s2.2p2.(3P).3d""","=""4P""","=""1/2""","=""2s2.2p2.(3P).5p""","=""4D*""","=""3/2""",,"=""""","=""L11267""",
O,3,"=""""","=""353.1223""","=""""","=""""","=""4.45e+07""",C+,"=""350124.45""","=""378435.16""","=""2s.2p2.(4P).3s""","=""3P""","=""1""","=""2s.2p2.(4P).3p""","=""3P*""","=""0""",,"=""T5376LS""","=""""",
O,2,"=""""","=""353.1378""","=""""","=""""","=""""",,"=""232602.492""","=""260911.96""","=""2s2.2p2.(3P).3d""","=""4P""","=""1/2""","=""2s2.2p2.(3P).5p""","=""4D*""","=""1/2""",,"=""""","=""L11267""",
O,2,"=""""","=""353.2803""","=""""","=""""","=""""",,"=""232745.981""","=""261044.03""","=""2s2.2p2.(3P).3d""","=""4D""","=""3/2""","=""2s2.2p2.(3P).5p""","=""4D*""","=""5/2""",,"=""""","=""L11267""",
O,2,"=""353.3004""","=""353.3000""","=""""","=""2""","=""""",,"=""232747.562""","=""261044.03""","=""2s2.2p2.(3P).3d""","=""4D""","=""5/2""","=""2s2.2p2.(3P).5p""","=""4D*""","=""5/2""",,"=""""","=""L10621""",
O,3,"=""""","=""353.3385""","=""""","=""""","=""1.11e+07""",C+,"=""350124.45""","=""378417.84""","=""2s.2p2.(4P).3s""","=""3P""","=""1""","=""2s.2p2.(4P).3p""","=""3P*""","=""1""",,"=""T5376LS""","=""""",
O,2,"=""""","=""353.3781""","=""""","=""""","=""""",,"=""232753.816""","=""261044.03""","=""2s2.2p2.(3P).3d""","=""4D""","=""7/2""","=""2s2.2p2.(3P).5p""","=""4D*""","=""5/2""",,"=""""","=""L11267""",
O,3,"=""""","=""353.4904""","=""""","=""""","=""1.11e+07""",C+,"=""350124.45""","=""378405.68""","=""2s.2p2.(4P).3s""","=""3P""","=""1""","=""2s.2p2.(4P).3p""","=""3P*""","=""2""",,"=""T5376LS""","=""""",
O,2,"=""""","=""353.6531""","=""""","=""""","=""2.05e+04""",E,"=""233430.53""","=""261698.75""","=""2s2.2p2.(3P).3d""","=""2P""","=""3/2""","=""2s2.2p2.(3P).5p""","=""2D*""","=""3/2""",,"=""T5723LS""","=""""",
O,2,"=""353.9200""","=""353.9190""","=""""","=""1""","=""""",,"=""232711.642""","=""260958.62""","=""2s2.2p2.(3P).3d""","=""4D""","=""1/2""","=""2s2.2p2.(3P).5p""","=""4D*""","=""3/2""",,"=""""","=""L10621""",
O,2,"=""354.3499""","=""354.3498""","=""""","=""2""","=""""",,"=""232745.981""","=""260958.62""","=""2s2.2p2.(3P).3d""","=""4D""","=""3/2""","=""2s2.2p2.(3P).5p""","=""4D*""","=""3/2""",,"=""""","=""L10621""",
O,2,"=""""","=""354.3697""","=""""","=""""","=""""",,"=""232747.562""","=""260958.62""","=""2s2.2p2.(3P).3d""","=""4D""","=""5/2""","=""2s2.2p2.(3P).5p""","=""4D*""","=""3/2""",,"=""""","=""L11267""",
O,2,"=""354.5044""","=""354.5046""","=""""","=""1""","=""""",,"=""232711.642""","=""260911.96""","=""2s2.2p2.(3P).3d""","=""4D""","=""1/2""","=""2s2.2p2.(3P).5p""","=""4D*""","=""1/2""",,"=""""","=""L10621""",
O,2,"=""354.6212""","=""354.6214""","=""""","=""1bl""","=""""",,"=""233430.53""","=""261621.56""","=""2s2.2p2.(3P).3d""","=""2P""","=""3/2""","=""2s2.2p2.(3P).5p""","=""4S*""","=""3/2""",,"=""""","=""L10621""",
O,2,"=""354.9091""","=""354.9098""","=""""","=""3""","=""""",,"=""212161.881""","=""240330.01""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).4s""","=""2P""","=""1/2""",,"=""""","=""L10621""",
O,2,"=""""","=""354.9368""","=""""","=""""","=""""",,"=""232745.981""","=""260911.96""","=""2s2.2p2.(3P).3d""","=""4D""","=""3/2""","=""2s2.2p2.(3P).5p""","=""4D*""","=""1/2""",,"=""""","=""L11267""",
O,2,"=""355.0857""","=""355.0859""","=""""","=""1""","=""1.01e+05""",E,"=""233544.59""","=""261698.75""","=""2s2.2p2.(3P).3d""","=""2P""","=""1/2""","=""2s2.2p2.(3P).5p""","=""2D*""","=""3/2""",,"=""T5723LS""","=""L10621""",
O,3,"=""""","=""355.5241""","=""""","=""""","=""1.82e+07""",C+,"=""350298.38""","=""378417.84""","=""2s.2p2.(4P).3s""","=""3P""","=""2""","=""2s.2p2.(4P).3p""","=""3P*""","=""1""",,"=""T5376LS""","=""""",
O,3,"=""""","=""355.6779""","=""""","=""""","=""3.26e+07""",C+,"=""350298.38""","=""378405.68""","=""2s.2p2.(4P).3s""","=""3P""","=""2""","=""2s.2p2.(4P).3p""","=""3P*""","=""2""",,"=""T5376LS""","=""""",
O,4,"=""356.039""","=""356.039""","=""""","=""230""","=""1.03e+08""",B,"=""482666.1""","=""510744.9""","=""2s.2p.(3P*).3p""","=""2D""","=""3/2""","=""2s.2p.(3P*).3d""","=""2F*""","=""5/2""",,"=""T5109LS""","=""L648""",
O,2,"=""""","=""356.2128""","=""""","=""""","=""3.77e+03""",E,"=""248010.23""","=""276075.32""","=""2s2.2p2.(3P).4p""","=""2D*""","=""3/2""","=""2s2.2p2.(1S).3d""","=""2D""","=""5/2""",,"=""T5723LS""","=""""",
O,4,"=""356.333""","=""356.333""","=""""","=""270""","=""1.10e+08""",B,"=""482921.6""","=""510977.2""","=""2s.2p.(3P*).3p""","=""2D""","=""5/2""","=""2s.2p.(3P*).3d""","=""2F*""","=""7/2""",,"=""T5109LS""","=""L648""",
O,2,"=""356.6568""","=""356.6569""","=""""","=""2""","=""""",,"=""240517.35""","=""268547.50""","=""2s2.2p2.(3P).4s""","=""2P""","=""3/2""","=""2s2.2p2.(3P).6p""","=""4D*""","=""5/2""",,"=""""","=""L10621""",
O,2,"=""""","=""357.3763""","=""""","=""""","=""5.03e+04""",D,"=""248010.23""","=""275983.95""","=""2s2.2p2.(3P).4p""","=""2D*""","=""3/2""","=""2s2.2p2.(1S).3d""","=""2D""","=""3/2""",,"=""T5723LS""","=""""",
O,2,"=""357.4838""","=""357.4845""","=""""","=""3""","=""""",,"=""234402.797""","=""262368.05""","=""2s2.2p2.(3P).3d""","=""2D""","=""3/2""","=""2s2.2p2.(3P).5p""","=""2P*""","=""3/2""",,"=""""","=""L10621""",
O,2,"=""358.1487""","=""358.1484""","=""""","=""4""","=""""",,"=""234454.634""","=""262368.05""","=""2s2.2p2.(3P).3d""","=""2D""","=""5/2""","=""2s2.2p2.(3P).5p""","=""2P*""","=""3/2""",,"=""""","=""L10621""",
O,2,"=""""","=""358.4661""","=""""","=""""","=""5.17e+04""",D,"=""248186.64""","=""276075.32""","=""2s2.2p2.(3P).4p""","=""2D*""","=""5/2""","=""2s2.2p2.(1S).3d""","=""2D""","=""5/2""",,"=""T5723LS""","=""""",
O,4,"=""""","=""359.308""","=""""","=""""","=""7.15e+06""",B,"=""482921.6""","=""510744.9""","=""2s.2p.(3P*).3p""","=""2D""","=""5/2""","=""2s.2p.(3P*).3d""","=""2F*""","=""5/2""",,"=""T5109LS""","=""""",
O,2,"=""""","=""359.6444""","=""""","=""""","=""5.49e+03""",E,"=""248186.64""","=""275983.95""","=""2s2.2p2.(3P).4p""","=""2D*""","=""5/2""","=""2s2.2p2.(1S).3d""","=""2D""","=""3/2""",,"=""T5723LS""","=""""",
O,2,"=""360.5124""","=""360.5127""","=""""","=""3""","=""""",,"=""238893.96""","=""266624.32""","=""2s2.2p2.(3P).4s""","=""4P""","=""5/2""","=""2s2.2p2.(1D).4p""","=""2D*""","=""3/2""",,"=""""","=""L10621""",
O,2,"=""360.5530""","=""360.5525""","=""""","=""2""","=""""",,"=""229968.44""","=""257695.74""","=""2s2.2p2.(1D).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""1/2""",,"=""""","=""L10621""",
O,4,"=""""","=""361.362""","=""""","=""""","=""3.71e+06""",C+,"=""568901""","=""596566.2""","=""2s.2p.(3P*).4s""","=""4P*""","=""1/2""","=""2s.2p.(3P*).4f""","=""4D""","=""1/2""",,"=""T5109LS""","=""""",
O,4,"=""""","=""362.066""","=""""","=""""","=""1.85e+06""",C+,"=""568901""","=""596512.4""","=""2s.2p.(3P*).4s""","=""4P*""","=""1/2""","=""2s.2p.(3P*).4f""","=""4D""","=""3/2""",,"=""T5109LS""","=""""",
O,2,"=""""","=""362.7410""","=""""","=""""","=""6.31e+06""",D,"=""248515.30""","=""276075.32""","=""2s2.2p2.(3P).4p""","=""2P*""","=""3/2""","=""2s2.2p2.(1S).3d""","=""2D""","=""5/2""",,"=""T5723LS""","=""""",
O,2,"=""""","=""362.7737""","=""""","=""""","=""5.25e+06""",D,"=""248426.41""","=""275983.95""","=""2s2.2p2.(3P).4p""","=""2P*""","=""1/2""","=""2s2.2p2.(1S).3d""","=""2D""","=""3/2""",,"=""T5723LS""","=""""",
O,4,"=""""","=""363.134""","=""""","=""""","=""7.31e+05""",C+,"=""569036""","=""596566.2""","=""2s.2p.(3P*).4s""","=""4P*""","=""3/2""","=""2s.2p.(3P*).4f""","=""4D""","=""1/2""",,"=""T5109LS""","=""""",
O,4,"=""""","=""363.775""","=""""","=""""","=""4.01e+07""",C+,"=""547326""","=""574807.7""","=""2s.2p.(1P*).3p""","=""2D""","=""3/2""","=""2s2.6f""","=""2F*""","=""5/2""",,"=""T5109LS""","=""""",
O,4,"=""""","=""363.845""","=""""","=""""","=""2.33e+06""",C+,"=""569036""","=""596512.4""","=""2s.2p.(3P*).4s""","=""4P*""","=""3/2""","=""2s.2p.(3P*).4f""","=""4D""","=""3/2""",,"=""T5109LS""","=""""",
O,2,"=""""","=""363.9477""","=""""","=""""","=""1.04e+06""",D,"=""248515.30""","=""275983.95""","=""2s2.2p2.(3P).4p""","=""2P*""","=""3/2""","=""2s2.2p2.(1S).3d""","=""2D""","=""3/2""",,"=""T5723LS""","=""""",
O,2,"=""""","=""363.9676""","=""""","=""""","=""9.02e+04""",E,"=""234402.797""","=""261869.94""","=""2s2.2p2.(3P).3d""","=""2D""","=""3/2""","=""2s2.2p2.(3P).5p""","=""2D*""","=""5/2""",,"=""T5723LS""","=""""",
O,4,"=""""","=""364.159""","=""""","=""""","=""4.28e+07""",C+,"=""547355""","=""574807.7""","=""2s.2p.(1P*).3p""","=""2D""","=""5/2""","=""2s2.6f""","=""2F*""","=""7/2""",,"=""T5109LS""","=""""",
O,4,"=""""","=""364.159""","=""""","=""""","=""2.85e+06""",C+,"=""547355""","=""574807.7""","=""2s.2p.(1P*).3p""","=""2D""","=""5/2""","=""2s2.6f""","=""2F*""","=""5/2""",,"=""T5109LS""","=""""",
O,2,"=""364.6560""","=""364.6558""","=""""","=""3""","=""1.26e+06""",D,"=""234454.634""","=""261869.94""","=""2s2.2p2.(3P).3d""","=""2D""","=""5/2""","=""2s2.2p2.(3P).5p""","=""2D*""","=""5/2""",,"=""T5723LS""","=""L10621""",
O,4,"=""""","=""364.753""","=""""","=""""","=""3.04e+06""",C+,"=""569036""","=""596444""","=""2s.2p.(3P*).4s""","=""4P*""","=""3/2""","=""2s.2p.(3P*).4f""","=""4D""","=""5/2""",,"=""T5109LS""","=""""",
O,3,"=""""","=""365.3767""","=""""","=""""","=""3.97e+02""",C,"=""273081.33""","=""300442.55""","=""2s2.2p.(2P*).3s""","=""1P*""","=""1""","=""2s2.2p.(2P*).3p""","=""3P""","=""2""",,"=""u24""","=""""",
O,2,"=""366.2502""","=""366.2504""","=""""","=""1""","=""1.20e+06""",D,"=""234402.797""","=""261698.75""","=""2s2.2p2.(3P).3d""","=""2D""","=""3/2""","=""2s2.2p2.(3P).5p""","=""2D*""","=""3/2""",,"=""T5723LS""","=""L10621""",
O,4,"=""""","=""366.478""","=""""","=""""","=""3.92e+07""",B,"=""554464""","=""581743""","=""2s.2p.(1P*).3p""","=""2S""","=""1/2""","=""2s.2p.(1P*).3d""","=""2P*""","=""3/2""",,"=""T5109LS""","=""""",
O,4,"=""""","=""366.774""","=""""","=""""","=""3.91e+07""",B,"=""554464""","=""581721""","=""2s.2p.(1P*).3p""","=""2S""","=""1/2""","=""2s.2p.(1P*).3d""","=""2P*""","=""1/2""",,"=""T5109LS""","=""""",
O,2,"=""366.7903""","=""366.7907""","=""""","=""3""","=""""",,"=""233430.53""","=""260686.27""","=""2s2.2p2.(3P).3d""","=""2P""","=""3/2""","=""2s2.2p2.(3P).5p""","=""2S*""","=""1/2""",,"=""""","=""L10621""",
O,2,"=""366.9472""","=""366.9472""","=""""","=""3""","=""1.32e+05""",E,"=""234454.634""","=""261698.75""","=""2s2.2p2.(3P).3d""","=""2D""","=""5/2""","=""2s2.2p2.(3P).5p""","=""2D*""","=""3/2""",,"=""T5723LS""","=""L10621""",
O,3,"=""""","=""367.1290""","=""""","=""""","=""4.20e+04""",C,"=""273081.33""","=""300311.96""","=""2s2.2p.(2P*).3s""","=""1P*""","=""1""","=""2s2.2p.(2P*).3p""","=""3P""","=""1""",,"=""u24""","=""""",
O,4,"=""""","=""367.146""","=""""","=""""","=""2.13e+05""",C,"=""569283""","=""596512.4""","=""2s.2p.(3P*).4s""","=""4P*""","=""5/2""","=""2s.2p.(3P*).4f""","=""4D""","=""3/2""",,"=""T5109LS""","=""""",
O,2,"=""""","=""367.8975""","=""""","=""""","=""1.14e+04""",E,"=""228723.84""","=""255897.59""","=""2s2.2p2.(1D).3p""","=""2F*""","=""5/2""","=""2s2.2p2.(3P).4d""","=""2D""","=""5/2""",,"=""T5723LS""","=""""",
O,4,"=""""","=""368.070""","=""""","=""""","=""1.27e+06""",C+,"=""569283""","=""596444""","=""2s.2p.(3P*).4s""","=""4P*""","=""5/2""","=""2s.2p.(3P*).4f""","=""4D""","=""5/2""",,"=""T5109LS""","=""""",
O,2,"=""""","=""368.2174""","=""""","=""""","=""2.28e+05""",D,"=""228747.45""","=""255897.59""","=""2s2.2p2.(1D).3p""","=""2F*""","=""7/2""","=""2s2.2p2.(3P).4d""","=""2D""","=""5/2""",,"=""T5723LS""","=""""",
O,3,"=""""","=""368.2383""","=""""","=""""","=""2.52e+04""",C,"=""273081.33""","=""300229.93""","=""2s2.2p.(2P*).3s""","=""1P*""","=""1""","=""2s2.2p.(2P*).3p""","=""3P""","=""0""",,"=""u24""","=""""",
O,2,"=""368.3326""","=""368.3322""","=""""","=""1""","=""""",,"=""233544.59""","=""260686.27""","=""2s2.2p2.(3P).3d""","=""2P""","=""1/2""","=""2s2.2p2.(3P).5p""","=""2S*""","=""1/2""",,"=""""","=""L10621""",
O,2,"=""""","=""368.6393""","=""""","=""""","=""2.39e+05""",D,"=""228723.84""","=""255842.91""","=""2s2.2p2.(1D).3p""","=""2F*""","=""5/2""","=""2s2.2p2.(3P).4d""","=""2D""","=""3/2""",,"=""T5723LS""","=""""",
O,5,"=""""","=""369.017""","=""""","=""""","=""1.97e+06""",B,"=""677150.7""","=""704242.0""","=""1s2.2p.(2P*<1/2>).3p""","=""3D""","=""1""","=""1s2.2p.(2P*<3/2>).3d""","=""3D*""","=""2""",,"=""T3843n""","=""""",
O,1,"=""""","=""369.23558""","=""""","=""""","=""9.30e+04""",D,"=""76794.978""","=""103870.252""","=""2s2.2p3.(4S*).3s""","=""3S*""","=""1""","=""2s2.2p3.(4S*).5p""","=""3P""","=""0""",,"=""T5713LS""","=""""",
O,1,"=""""","=""369.23864""","=""""","=""""","=""9.30e+04""",C,"=""76794.978""","=""103870.028""","=""2s2.2p3.(4S*).3s""","=""3S*""","=""1""","=""2s2.2p3.(4S*).5p""","=""3P""","=""1""",,"=""T5713LS""","=""""",
O,1,"=""""","=""369.23945""","=""""","=""""","=""9.30e+04""",C,"=""76794.978""","=""103869.968""","=""2s2.2p3.(4S*).3s""","=""3S*""","=""1""","=""2s2.2p3.(4S*).5p""","=""3P""","=""2""",,"=""T5713LS""","=""""",
O,3,"=""""","=""369.5162""","=""""","=""""","=""7.76e+07""",B,"=""365726.76""","=""392781.47""","=""2s2.2p.(2P*).4p""","=""1P""","=""1""","=""2s2.2p.(2P*).5s""","=""1P*""","=""1""",,"=""T5376""","=""""",
O,3,"=""""","=""369.5375""","=""""","=""""","=""4.01e+07""",C+,"=""338577.25""","=""365630.40""","=""2s.2p2.(4P).3s""","=""5P""","=""1""","=""2s.2p2.(4P).3p""","=""5D*""","=""2""",,"=""T5376LS""","=""""",
O,4,"=""""","=""369.608""","=""""","=""""","=""4.17e+06""",C+,"=""569283""","=""596331""","=""2s.2p.(3P*).4s""","=""4P*""","=""5/2""","=""2s.2p.(3P*).4f""","=""4D""","=""7/2""",,"=""T5109LS""","=""""",
O,5,"=""""","=""369.836""","=""""","=""""","=""1.03e+07""",B,"=""677150.7""","=""704182.0""","=""1s2.2p.(2P*<1/2>).3p""","=""3D""","=""1""","=""1s2.2p.(2P*<1/2>).3d""","=""3D*""","=""1""",,"=""T3843n""","=""""",
O,3,"=""369.870""","=""369.8718""","=""""","=""80""","=""7.62e+07""",C+,"=""338701.98""","=""365730.68""","=""2s.2p2.(4P).3s""","=""5P""","=""2""","=""2s.2p2.(4P).3p""","=""5D*""","=""3""",,"=""T5376LS""","=""L3467""",
O,5,"=""""","=""370.265""","=""""","=""""","=""1.98e+07""",B,"=""719274.9""","=""746274.9""","=""1s2.2p.(2P*<3/2>).3d""","=""1P*""","=""1""","=""1s2.2s.4d""","=""1D""","=""2""",,"=""T5633""","=""""",
O,5,"=""""","=""370.272""","=""""","=""""","=""1.41e+06""",B,"=""677348.5""","=""704348.0""","=""1s2.2p.(2P*<1/2>).3p""","=""3D""","=""2""","=""1s2.2p.(2P*<3/2>).3d""","=""3D*""","=""3""",,"=""T3843n""","=""""",
O,3,"=""""","=""370.2743""","=""""","=""""","=""5.45e+07""",C+,"=""300229.93""","=""327229.25""","=""2s2.2p.(2P*).3p""","=""3P""","=""0""","=""2s2.2p.(2P*).3d""","=""3D*""","=""1""",,"=""T5376,T5791,LS""","=""""",
